1 1 527365 38.40 80 30 4 3 1 1 3 3 3 3 3 0 4 5 32.00 6.10 3 4.30 1 1 07209 00000 00000 1 0
1 1 5279822 38.00 0 24 3 3 6 2 5 0 4 1 1 0 0 0 68.00 7.80 0 0 2 1 02205 00000 00000 0 1
1 1 526802 37.90 48 16 1 1 1 1 3 3 3 1 1 0 3 5 37.00 7.00 0 0 1 1 03124 00000 00000 0 1
1 1 528178 37.70 66 12 1 1 3 1 3 3 2 2 0 0 4 4 31.50 6.20 2 1.60 1 1 02208 00000 00000 1 0
2 1 532349 38 56 0 1 2 3 1 1 1 1 1 1 0 1 1 42 71 0 0 1 2 00000 00000 00000 0 1
1 1 528742 37.10 40 8 0 1 4 1 3 3 1 1 1 0 3 3 23.00 6.70 3 0 1 1 03133 00000 00000 1 0
2 1 533697 38.0 44 12 3 1 1 0 0 1 2 0 0 0 1 0 42 64 0 0 1 2 00000 00000 00000 0 1
1 1 529424 37.80 48 28 1 1 1 2 1 2 1 2 0 0 1 1 46.00 5.90 2 7.00 1 2 00000 00000 00000 1 0
1 1 530360 38.20 64 24 1 1 3 1 4 4 3 2 1 0 4 4 45.00 7.50 1 2.00 2 1 03205 00000 00000 1 0
1 1 529528 39.20 0 23 3 1 3 1 4 4 2 2 0 0 0 0 36.00 6.60 1 3.00 1 1 03115 00000 00000 1 0
1 1 528964 37.80 30 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 02113 00000 00000 0 1
1 1 533696 38.7 60 32 4 3 2 2 4 4 4 0 0 0 4 5 53 64 3 2 3 1 03205 00000 00000 0 1
2 1 530438 37.80 48 32 1 1 3 1 2 1 0 1 1 0 4 5 37.00 6.70 0 0 1 2 02124 00000 00000 0 1
1 1 527544 0 70 16 3 4 5 2 2 3 2 2 1 0 4 5 60.00 7.50 0 0 2 1 01400 00000 00000 0 1
1 1 529272 38.30 132 0 0 3 6 2 2 4 2 2 3 6.20 4 4 57.00 8.00 0 5.20 1 1 02112 00000 00000 1 0
2 1 5275212 37.80 82 12 3 1 1 2 4 0 3 1 3 0 0 0 50.00 7.00 0 0 3 1 02205 00000 00000 0 1
2 1 534933 38 40 25 0 1 1 1 4 3 2 1 1 0 4 0 37 69 0 0 1 2 00000 00000 00000 0 1
1 1 529796 0 100 30 3 3 4 2 5 4 4 3 3 0 4 4 52.00 6.60 0 0 1 1 02124 00000 00000 0 1
1 1 529849 37.80 60 80 1 3 2 2 2 3 3 0 2 5.50 4 0 40.00 4.50 2 0 1 1 05206 00000 00000 1 0
2 1 535246 0 80 32 3 3 2 1 2 3 3 2 1 0 3 0 50 80 0 0 1 1 00000 00000 00000 0 1
1 1 530297 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 45.00 8.70 0 0 2 1 02208 00000 00000 0 1
1 9 5294369 38.90 120 30 1 3 2 2 3 3 3 3 1 3.00 0 0 47.00 6.30 1 0 1 2 02124 00000 00000 0 1
2 1 528355 0 0 0 2 1 3 1 2 3 2 2 1 0 3 3 0 0 0 0 1 2 00000 00000 00000 0 1
1 1 527518 36.40 98 35 3 3 4 1 4 3 2 0 0 0 4 4 47.00 6.40 3 3.60 2 1 02205 00000 00000 1 0
2 1 534135 37.7 44 40 2 1 3 1 1 3 2 1 1 0 1 5 41 60 0 0 1 2 00000 00000 00000 0 1
1 1 534925 39.4 120 48 0 0 5 1 0 3 3 1 0 0 4 0 56 64 1 2 3 2 01400 00000 00000 0 1
1 1 533871 37.5 72 0 2 1 1 1 2 1 1 1 1 0 1 0 35 65 2 2 3 1 07209 00000 00000 0 1
2 9 5287279 0 100 44 2 1 1 1 4 1 1 0 0 0 1 0 37.00 4.70 0 0 1 2 07111 00000 00000 0 1
2 1 529777 0 52 16 1 0 3 1 0 0 0 2 3 5.50 0 0 55.00 7.20 0 0 1 2 02124 00000 00000 0 1
2 1 529821 37.50 48 16 1 1 1 1 1 1 1 1 1 0 1 0 37.00 6.50 0 0 1 2 00000 00000 00000 0 1
2 1 529685 37.20 36 9 1 1 1 1 2 3 1 2 1 0 4 1 35.00 5.70 0 0 1 2 31110 00000 00000 0 1
1 9 5294539 38.80 184 84 1 0 1 1 4 1 3 0 0 0 2 0 33.00 3.30 0 0 2 1 07111 00000 00000 0 1
2 1 530439 38.50 54 0 1 1 1 1 3 1 1 2 1 0 1 0 40.00 6.80 2 7.00 1 2 00000 00000 00000 1 0
1 1 529960 38.10 44 9 3 1 1 1 2 2 1 1 1 0 4 5 31.00 7.30 0 0 1 2 05124 00000 00000 0 1
